,0
5797,0
5798,1
5799,1
5800,1
5801,1
5802,1
5803,0
5804,0
5805,1
5806,0
5807,0
5808,0
5809,0
5810,0
5811,1
5812,0
5813,0
5814,1
5815,0
5816,0
5817,0
5818,0
5819,0
5820,0
5821,0
5822,0
5823,0
5824,0
5825,1
5826,0
5827,1
5828,0
5829,0
5830,0
5831,1
5832,1
5833,1
5834,0
5835,0
5836,1
5837,1
5838,0
5839,0
5840,0
5841,0
5842,0
5843,1
5844,1
5845,0
5846,0
5847,1
5848,0
5849,1
5850,1
5851,1
5852,1
5853,1
5854,0
5855,1
5856,1
5857,1
5858,1
5859,0
5860,1
5861,1
5862,0
5863,0
5864,1
5865,0
5866,1
5867,0
5868,0
5869,1
5870,0
5871,0
5872,0
5873,1
5874,0
5875,1
5876,0
5877,0
5878,1
5879,0
5880,0
5881,0
5882,0
5883,1
5884,1
5885,1
5886,1
5887,1
5888,1
5889,1
5890,0
5891,1
5892,1
5893,1
5894,1
5895,1
5896,1
5897,0
5898,0
5899,0
5900,1
5901,1
5902,1
5903,0
5904,0
5905,1
5906,1
5907,0
5908,0
5909,1
5910,1
5911,0
5912,0
5913,1
5914,1
5915,1
5916,1
5917,1
5918,1
5919,0
5920,0
5921,1
5922,1
5923,0
5924,0
5925,0
5926,1
5927,1
5928,1
5929,0
5930,0
5931,0
5932,0
5933,1
5934,0
5935,0
5936,0
5937,1
5938,0
5939,1
5940,0
5941,1
5942,1
5943,0
5944,1
5945,1
5946,0
5947,0
5948,1
5949,0
5950,1
5951,1
5952,0
5953,0
5954,0
5955,1
5956,1
5957,0
5958,1
5959,1
5960,1
5961,0
5962,1
5963,0
5964,0
5965,1
5966,1
5967,1
5968,0
5969,0
5970,1
5971,1
5972,1
5973,0
5974,0
5975,1
5976,0
5977,0
5978,1
5979,0
5980,1
5981,1
5982,1
5983,0
5984,0
5985,0
5986,1
5987,1
5988,0
5989,0
5990,0
5991,0
5992,0
5993,0
5994,1
5995,1
5996,0
5997,0
5998,1
5999,0
6000,1
6001,0
6002,0
6003,0
6004,1
6005,0
6006,0
6007,0
6008,0
6009,1
6010,1
6011,0
6012,0
6013,1
6014,0
6015,1
6016,1
6017,1
6018,0
6019,1
6020,0
6021,0
6022,1
6023,0
6024,1
6025,1
6026,1
6027,0
6028,0
6029,1
6030,1
6031,0
6032,0
6033,0
6034,0
6035,0
6036,1
6037,0
6038,0
6039,1
6040,0
6041,0
6042,0
6043,1
6044,0
6045,1
6046,0
6047,1
6048,0
6049,0
6050,0
6051,1
6052,0
6053,1
6054,0
6055,1
6056,1
6057,1
6058,0
6059,0
6060,0
6061,0
6062,1
6063,1
6064,1
6065,0
6066,0
6067,0
6068,1
6069,1
6070,0
6071,1
6072,0
6073,1
6074,0
6075,0
6076,0
6077,0
6078,1
6079,0
6080,1
6081,0
6082,0
6083,1
6084,1
6085,0
6086,0
6087,1
6088,1
6089,1
6090,0
6091,0
6092,1
6093,0
6094,0
6095,1
6096,1
6097,0
6098,0
6099,1
6100,1
6101,0
6102,0
6103,1
6104,1
6105,1
6106,0
6107,0
6108,0
6109,0
6110,1
6111,0
6112,1
6113,1
6114,1
6115,0
6116,0
6117,0
6118,1
6119,0
6120,1
6121,1
6122,0
6123,1
6124,1
6125,1
6126,1
6127,0
6128,1
6129,1
6130,0
6131,1
6132,1
6133,0
6134,1
6135,1
6136,1
6137,1
6138,0
6139,0
6140,0
6141,0
6142,0
6143,1
6144,0
6145,1
6146,0
6147,1
6148,0
6149,0
6150,0
6151,0
6152,0
6153,0
6154,1
6155,0
6156,0
6157,0
6158,0
6159,0
6160,0
6161,1
6162,1
6163,1
6164,0
6165,0
6166,0
6167,1
6168,1
6169,1
6170,0
6171,1
6172,0
6173,0
6174,0
6175,0
6176,1
6177,0
6178,1
6179,1
6180,0
6181,0
6182,1
6183,1
6184,0
6185,0
6186,0
6187,0
6188,0
6189,1
6190,0
6191,1
6192,1
6193,1
6194,0
6195,0
6196,1
6197,1
6198,1
6199,1
6200,0
6201,1
6202,0
6203,0
6204,0
6205,1
6206,1
6207,0
6208,1
6209,0
6210,0
6211,0
6212,1
6213,1
6214,1
6215,0
6216,0
6217,0
6218,1
6219,0
6220,1
6221,1
6222,1
6223,0
6224,0
6225,0
6226,0
6227,0
6228,1
6229,0
6230,0
6231,1
6232,1
6233,1
6234,0
6235,0
6236,1
6237,0
6238,1
6239,0
6240,1
6241,1
6242,1
6243,1
6244,0
6245,0
6246,0
6247,0
6248,1
6249,0
6250,1
6251,0
6252,1
6253,1
6254,1
6255,0
6256,0
6257,1
6258,0
6259,0
6260,1
6261,0
6262,0
6263,1
6264,0
6265,0
6266,0
6267,1
6268,1
6269,0
6270,0
6271,1
6272,0
6273,1
6274,0
6275,0
6276,1
6277,0
6278,0
6279,1
6280,1
6281,0
6282,1
6283,1
6284,1
6285,1
6286,0
6287,1
6288,1
6289,1
6290,0
6291,1
6292,1
6293,1
6294,1
6295,0
6296,0
6297,1
6298,1
6299,0
6300,0
6301,0
6302,1
6303,1
6304,1
6305,0
6306,0
6307,0
6308,0
6309,1
6310,1
6311,0
6312,0
6313,0
6314,0
6315,0
6316,0
6317,0
6318,0
6319,0
6320,1
6321,0
6322,1
6323,0
6324,0
6325,0
6326,1
6327,0
6328,0
6329,1
6330,0
6331,1
6332,1
6333,1
6334,1
6335,1
6336,1
6337,0
6338,1
6339,1
6340,0
6341,1
6342,0
6343,1
6344,0
6345,1
6346,1
6347,1
6348,1
6349,0
6350,0
6351,0
6352,0
6353,0
6354,0
6355,1
6356,0
6357,0
6358,1
6359,0
6360,1
6361,1
6362,1
6363,0
6364,0
6365,1
6366,0
6367,0
6368,0
6369,0
6370,0
6371,1
6372,0
6373,1
6374,0
6375,1
6376,0
6377,1
6378,0
6379,0
6380,1
6381,1
6382,0
6383,0
6384,0
6385,0
6386,0
6387,0
6388,0
6389,0
6390,0
6391,0
6392,0
6393,0
6394,0
6395,0
6396,0
6397,0
6398,0
6399,1
6400,0
6401,1
6402,0
6403,1
6404,1
6405,0
6406,0
6407,0
6408,0
6409,1
6410,1
6411,1
6412,1
6413,1
6414,0
6415,1
6416,1
6417,0
6418,0
6419,1
6420,0
6421,0
6422,1
6423,1
6424,1
6425,1
6426,0
6427,1
6428,1
6429,0
6430,0
6431,1
6432,0
6433,0
6434,0
6435,1
6436,0
6437,1
6438,0
6439,0
6440,0
6441,0
6442,0
6443,0
6444,1
6445,0
6446,0
6447,1
6448,0
6449,1
6450,0
6451,1
6452,1
6453,0
6454,1
6455,0
6456,0
6457,1
6458,0
6459,0
6460,0
6461,0
6462,0
6463,0
6464,1
6465,1
6466,0
6467,0
6468,0
6469,1
6470,0
6471,0
6472,0
6473,0
6474,0
6475,1
6476,0
6477,1
6478,1
6479,1
6480,0
6481,0
6482,1
6483,0
6484,1
6485,0
6486,1
6487,0
6488,1
6489,1
6490,0
6491,0
6492,0
6493,1
6494,1
6495,0
6496,0
6497,1
6498,0
6499,0
6500,0
6501,1
6502,0
6503,0
6504,1
6505,1
6506,0
6507,0
6508,0
6509,1
6510,1
6511,0
6512,0
